organism_key,taxon,stage,start_day,start_month,end_day,end_month
NBNORG0000009048,Gastropacha quercifolia,mature,1,6,7,8
NBNORG0000058244,Gelechia cuneatella,mature,21,7,30,9
NBNORG0000058245,Gelechia hippophaella,mature,15,8,30,9
NBNORG0000058246,Gelechia muscosella,mature,21,6,31,8
NBNORG0000058247,Gelechia nigra,mature,21,6,31,8
NBNORG0000058248,Gelechia rhombella,mature,1,7,7,9
NBNORG0000042048,Gelechia sabinellus,mature,1,8,31,8
NBNORG0000058249,Gelechia scotinella,mature,21,6,31,8
NBNORG0000058250,Gelechia senticetella,mature,1,7,7,9
NBNORG0000058251,Gelechia sororculella,mature,21,6,31,8
NBNORG0000058252,Gelechia turpella,mature,1,6,7,8
NBNORG0000009065,Geometra papilionaria,mature,7,6,31,8
NBNORG0000058257,Gibberifera simplana,mature,1,6,30,6
NBNORG0000058823,Gillmeria ochrodactyla,mature,21,6,31,8
NBNORG0000058824,Gillmeria pallidactyla,mature,1,6,31,8
NBNORG0000043540,Glaucolepis headleyella,mature,21,5,31,8
NBNORG0000009524,Globia algae,mature,15,7,7,10
NBNORG0000009523,Globia sparganii,mature,21,6,15,10
NBNORG0000009287,Gluphisia crenata,mature,15,6,7,8
NBNORG0000117310,Gluphisia crenata crenata,mature,15,6,7,8
NBNORG0000042063,Gluphisia crenata vertunea,mature,15,6,7,8
NBNORG0000058261,Glyphipterix equitella,mature,1,6,31,7
NBNORG0000058262,Glyphipterix forsterella,mature,1,5,31,7
NBNORG0000058263,Glyphipterix fuscoviridella,mature,1,5,30,6
NBNORG0000058264,Glyphipterix haworthana,mature,1,5,31,5
NBNORG0000058265,Glyphipterix schoenicolella,mature,1,5,30,9
NBNORG0000058266,Glyphipterix simpliciella,mature,1,5,7,7
NBNORG0000058267,Glyphipterix thrasonella,mature,1,5,31,7
NBNORG0000058268,Gnophos obfuscata,mature,15,6,15,9
NBNORG0000058269,Gnorimoschema streliciella,mature,15,6,30,6
NBNORG0000059868,Gortyna borelii,mature,1,9,15,10
NBNORG0000058271,Gortyna borelii borelii,mature,1,9,15,10
NBNORG0000009517,Gortyna borelii lunata,mature,1,9,15,10
NBNORG0000058272,Gortyna flavago,mature,7,8,21,10
NBNORG0000057636,Gracillaria syringella,mature,21,3,31,10
NBNORG0000043025,Grammodes stolida,mature,1,5,30,9
NBNORG0000009353,Graphiphora augur,mature,1,6,31,8
NBNORG0000058275,Grapholita caecana,mature,1,5,31,7
NBNORG0000042067,Grapholita compositella,mature,21,4,7,9
NBNORG0000042068,Grapholita funebrana,mature,21,5,7,9
NBNORG0000042069,Grapholita gemmiferana,mature,21,5,30,6
NBNORG0000042070,Grapholita internana,mature,1,4,30,6
NBNORG0000042071,Grapholita janthinana,mature,15,6,30,9
NBNORG0000042072,Grapholita jungiella,mature,1,4,30,6
NBNORG0000042073,Grapholita lathyrana,mature,21,3,31,5
NBNORG0000042074,Grapholita lobarzewskii,mature,21,5,31,7
NBNORG0000058276,Grapholita lunulana,mature,1,5,30,6
NBNORG0000042076,Grapholita orobana,mature,1,7,31,8
NBNORG0000042077,Grapholita pallifrontana,mature,1,5,31,7
NBNORG0000042078,Grapholita tenebrosana,mature,1,6,31,7
NBNORG0000117165,Gravitarmata margarotana,mature,1,4,31,5
NBNORG0000009436,Griposia aprilina,mature,1,9,21,11
NBNORG0000058277,Gymnancyla canella,mature,21,5,30,9
NBNORG0000009193,Gymnoscelis rufifasciata,mature,1,1,31,12
NBNORG0000042090,Gynnidomorpha alismana,mature,1,6,31,8
NBNORG0000042091,Gynnidomorpha luridana,mature,1,6,31,8
NBNORG0000042092,Gynnidomorpha minimana,mature,1,5,31,8
NBNORG0000058278,Gynnidomorpha permixtana,mature,1,5,31,8
NBNORG0000042093,Gynnidomorpha vectisana,mature,1,5,30,9
NBNORG0000058279,Gypsonoma aceriana,mature,21,6,31,8
NBNORG0000058280,Gypsonoma dealbana,mature,21,5,21,10
NBNORG0000058281,Gypsonoma minutana,mature,1,7,7,9
NBNORG0000058282,Gypsonoma nitidulana,mature,1,6,30,6
NBNORG0000058283,Gypsonoma oppressana,mature,1,6,31,7
NBNORG0000058284,Gypsonoma sociana,mature,15,5,7,8
NBNORG0000009056,Habrosyne pyritoides,mature,1,5,31,10
NBNORG0000058285,Hada plebeja,mature,1,4,31,8
NBNORG0000009393,Hadena albimacula,mature,1,5,30,9
NBNORG0000009394,Hadena bicruris,mature,15,4,21,9
NBNORG0000059882,Hadena caesia,mature,1,5,7,9
NBNORG0000058286,Hadena caesia caesia,mature,1,5,7,9
NBNORG0000009395,Hadena caesia mananii,mature,1,5,7,9
NBNORG0000058287,Hadena compta,mature,7,5,15,9
NBNORG0000009392,Hadena confusa,mature,1,4,31,8
NBNORG0000009390,Hadena irregularis,mature,21,5,31,7
NBNORG0000059884,Hadena perplexa,mature,21,3,30,9
NBNORG0000009389,Hadena perplexa capsophila,mature,21,3,30,9
NBNORG0000058289,Hadena perplexa perplexa,mature,21,3,30,9
NBNORG0000058292,Haplotinea ditella,mature,1,6,31,10
NBNORG0000058293,Haplotinea insectella,mature,1,6,31,8
NBNORG0000117159,Harpella forficella,mature,1,6,30,9
NBNORG0000009280,Harpyia milhauseri,mature,1,4,31,8
NBNORG0000009386,Hecatera bicolorata,mature,1,5,31,8
NBNORG0000058294,Hecatera dysodea,mature,1,5,30,9
NBNORG0000058481,Hedya atropunctana,mature,1,5,30,6
NBNORG0000058295,Hedya nubiferana,mature,1,5,31,8
NBNORG0000058296,Hedya ochroleucana,mature,15,5,31,8
NBNORG0000058297,Hedya pruniana,mature,1,5,31,8
NBNORG0000058298,Hedya salicella,mature,1,6,30,9
NBNORG0000042123,Helcystogramma lutatella,mature,1,7,31,8
NBNORG0000042124,Helcystogramma rufescens,mature,1,6,7,9
NBNORG0000116220,Helcystogramma triannulella,mature,1,1,31,12
NBNORG0000058300,Helicoverpa armigera,mature,7,6,15,11
NBNORG0000058301,Heliodines roesella,mature,30,6,1,6
NBNORG0000009539,Heliothis maritima,mature,7,6,15,7
NBNORG0000058304,Heliothis maritima bulgarica,mature,7,6,15,7
NBNORG0000058305,Heliothis maritima maritima,mature,7,6,15,7
NBNORG0000008886,Heliothis maritima warneckei,mature,7,6,15,7
NBNORG0000058306,Heliothis nubigera,mature,15,2,31,12
NBNORG0000058307,Heliothis peltigera,mature,1,2,31,10
NBNORG0000009538,Heliothis viriplaca,mature,15,5,7,9
NBNORG0000042131,Heliozela hammoniella,mature,1,4,31,7
NBNORG0000042132,Heliozela resplendella,mature,1,5,31,7
NBNORG0000042133,Heliozela sericiella,mature,1,4,31,5
NBNORG0000041952,Hellinsia carphodactyla,mature,21,5,30,9
NBNORG0000042135,Hellinsia chrysocomae,mature,21,6,30,9
NBNORG0000042709,Hellinsia lienigianus,mature,7,6,31,8
NBNORG0000042136,Hellinsia osteodactylus,mature,1,6,31,8
NBNORG0000041953,Hellinsia tephradactyla,mature,1,6,31,7
NBNORG0000058308,Hellula undalis,mature,1,8,31,12
NBNORG0000059585,Helotropha leucostigma,mature,21,6,15,10
NBNORG0000057676,Helotropha leucostigma leucostigma,mature,21,6,15,10
NBNORG0000057677,Helotropha leucostigma scotica,mature,21,6,15,10
NBNORG0000009267,Hemaris fuciformis,mature,15,4,31,8
NBNORG0000009266,Hemaris tityus,mature,15,4,15,7
NBNORG0000009069,Hemistola chrysoprasaria,mature,21,5,30,9
NBNORG0000058309,Hemithea aestivaria,mature,1,6,21,8
NBNORG0000058311,Herminia grisealis,mature,7,5,7,9
NBNORG0000009584,Herminia tarsicrinalis,mature,7,6,21,8
NBNORG0000043613,Herminia tarsipennalis,mature,15,5,15,9
NBNORG0000006867,Herpetogramma licarsisalis,mature,1,10,7,11
NBNORG0000058319,Heterogenea asella,mature,15,6,15,8
NBNORG0000009273,Hippotion celerio,mature,7,8,7,12
NBNORG0000117260,Hodebertia testalis,mature,1,10,31,10
NBNORG0000058326,Hofmannophila pseudospretella,mature,1,1,31,12
NBNORG0000058327,Homoeosoma nebulella,mature,21,5,15,9
NBNORG0000058328,Homoeosoma nimbella,mature,21,5,31,8
NBNORG0000058329,Homoeosoma sinuella,mature,15,5,15,9
NBNORG0000058331,Hoplodrina ambigua,mature,15,4,15,11
NBNORG0000058332,Hoplodrina blanda,mature,21,5,31,10
NBNORG0000009528,Hoplodrina octogenaria,mature,21,5,15,11
NBNORG0000099280,Hoplodrina octogenaria/blanda,mature,21,5,15,11
NBNORG0000099280,Hoplodrina octogenaria/blanda,mature,1,6,30,9
NBNORG0000009529,Hoplodrina superstes,mature,1,6,31,8
NBNORG0000132275,Horisme radicaria,mature,1,5,7,8
NBNORG0000058334,Horisme tersata,mature,15,4,15,9
NBNORG0000058335,Horisme vitalbata,mature,1,4,31,8
NBNORG0000009514,Hydraecia micacea,mature,1,7,15,11
NBNORG0000059912,Hydraecia osseola,mature,21,8,30,9
NBNORG0000009516,Hydraecia osseola hucherardi,mature,21,8,30,9
NBNORG0000058336,Hydraecia osseola osseola,mature,21,8,30,9
NBNORG0000009515,Hydraecia petasitis,mature,15,7,7,10
NBNORG0000009205,Hydrelia flammeolaria,mature,15,5,15,8
NBNORG0000058337,Hydrelia sylvata,mature,21,5,15,8
NBNORG0000009143,Hydriomena furcata,mature,1,6,21,10
NBNORG0000058338,Hydriomena impluviata,mature,15,4,21,7
NBNORG0000009144,Hydriomena ruberata,mature,15,4,30,6
NBNORG0000009255,Hylaea fasciaria,mature,15,5,7,10
NBNORG0000009270,Hyles euphorbiae,mature,7,6,15,8
NBNORG0000006848,Hyles gallii,mature,7,5,15,9
NBNORG0000042199,Hyles livornica,mature,15,4,15,10
NBNORG0000058343,Hypatima rhomboidella,mature,1,7,15,10
NBNORG0000117200,Hypatopa binotella,mature,1,7,31,7
NBNORG0000009577,Hypena crassalis,mature,15,5,7,10
NBNORG0000117439,Hypena lividalis,mature,1,11,30,11
NBNORG0000058344,Hypena obesalis,mature,15,9,15,10
NBNORG0000058345,Hypena obsitalis,mature,1,1,31,12
NBNORG0000009578,Hypena proboscidalis,mature,15,5,7,11
NBNORG0000009579,Hypena rostralis,mature,1,1,31,12
NBNORG0000006857,Hypenodes humidalis,mature,15,6,30,9
NBNORG0000058347,Hypercallia citrinalis,mature,21,6,31,7
NBNORG0000117441,Hyphantria cunea,mature,1,5,30,9
NBNORG0000097760,Hyphoraia testudinaria,mature,1,5,15,6
NBNORG0000058349,Hypochalcia ahenella,mature,1,5,15,8
NBNORG0000006850,Hypomecis punctinalis,mature,21,4,31,7
NBNORG0000058350,Hypomecis roboraria,mature,7,5,15,8
NBNORG0000009483,Hyppa rectilinea,mature,7,5,31,7
NBNORG0000058351,Hypsopygia costalis,mature,15,5,30,11
NBNORG0000058638,Hypsopygia glaucinalis,mature,15,5,7,11
NBNORG0000058352,Hysterophora maculosana,mature,21,4,30,6
NBNORG0000009098,Idaea aversata,mature,1,5,31,10
NBNORG0000009089,Idaea biselata,mature,1,6,15,10
NBNORG0000059928,Idaea contiguaria,mature,15,6,21,7
NBNORG0000058353,Idaea contiguaria britanniae,mature,15,6,21,7
NBNORG0000058354,Idaea contiguaria contiguaria,mature,15,6,21,7
NBNORG0000058355,Idaea degeneraria,mature,1,5,7,10
NBNORG0000058356,Idaea dilutaria,mature,7,6,21,7
NBNORG0000009094,Idaea dimidiata,mature,1,5,30,9
NBNORG0000009097,Idaea emarginata,mature,15,6,31,8
NBNORG0000009091,Idaea fuscovenosa,mature,21,5,31,8
NBNORG0000009092,Idaea humiliata,mature,1,7,31,7
NBNORG0000009087,Idaea muricata,mature,15,6,31,7
NBNORG0000059929,Idaea ochrata,mature,7,6,21,7
NBNORG0000059930,Idaea rusticata,mature,1,6,31,10
NBNORG0000009093,Idaea seriata,mature,21,4,15,10
NBNORG0000009086,Idaea serpentata,mature,1,7,31,7
NBNORG0000009099,Idaea straminata,mature,1,6,31,8
NBNORG0000009095,Idaea subsericeata,mature,1,5,30,9
NBNORG0000058359,Idaea sylvestraria,mature,1,6,21,8
NBNORG0000009096,Idaea trigeminata,mature,1,5,31,10
NBNORG0000058362,Incurvaria masculella,mature,1,4,30,6
NBNORG0000042219,Incurvaria oehlmanniella,mature,1,5,31,7
NBNORG0000058363,Incurvaria pectinea,mature,1,4,31,5
NBNORG0000058364,Incurvaria praelatella,mature,15,5,15,7
NBNORG0000058367,Infurcitinea albicomella,mature,1,7,31,7
NBNORG0000058368,Infurcitinea argentimaculella,mature,1,7,7,8
NBNORG0000108489,Infurcitinea captans,mature,1,7,31,7
NBNORG0000122535,Infurcitinea teriolella,mature,1,5,31,8
NBNORG0000058370,Ipimorpha retusa,mature,21,6,7,9
NBNORG0000058371,Ipimorpha subtusa,mature,15,6,15,9
NBNORG0000058372,Ischnoscia borreonella,mature,21,7,7,8
NBNORG0000058373,Isophrictis striatella,mature,1,7,31,8
NBNORG0000058374,Isotrias rectifasciana,mature,1,5,7,8
NBNORG0000009215,Isturgia limbaria,mature,1,5,31,8
NBNORG0000058375,Jodia croceago,mature,1,10,15,5
NBNORG0000009070,Jodis lactearia,mature,1,5,21,8
NBNORG0000058376,Jordanita globulariae,mature,21,5,21,7
NBNORG0000058379,Kessleria fasciapennella,mature,31,7,1,6
NBNORG0000058380,Kessleria saxifragae,mature,1,6,31,8
NBNORG0000101486,Korscheltellus fusconebulosa,mature,15,5,21,8
NBNORG0000009011,Korscheltellus lupulina,mature,1,5,31,7
NBNORG0000058381,Lacanobia blenna,mature,1,5,30,9
NBNORG0000058382,Lacanobia contigua,mature,1,5,31,7
NBNORG0000009384,Lacanobia oleracea,mature,1,4,15,10
NBNORG0000086954,Lacanobia splendens,mature,1,6,15,8
NBNORG0000058383,Lacanobia suasa,mature,15,4,15,9
NBNORG0000009383,Lacanobia thalassina,mature,15,4,15,8
NBNORG0000009382,Lacanobia w-latinum,mature,21,4,15,7
NBNORG0000058385,Laelia coenosa,mature,1,7,31,8
NBNORG0000132271,Lamoria anella,mature,1,4,31,10
NBNORG0000057384,Lamoria zelleri,mature,1,6,31,8
NBNORG0000058387,Lampronia capitella,mature,1,5,30,6
NBNORG0000042254,Lampronia corticella,mature,1,5,30,6
NBNORG0000058388,Lampronia flavimitrella,mature,1,5,30,6
NBNORG0000058389,Lampronia fuscatella,mature,1,5,30,6
NBNORG0000058390,Lampronia luzella,mature,1,5,31,7
NBNORG0000058391,Lampronia morosa,mature,1,5,31,8
NBNORG0000058392,Lampronia pubicornis,mature,1,5,30,6
NBNORG0000009125,Lampropteryx otregiata,mature,15,4,30,9
NBNORG0000058394,Lampropteryx suffumata,mature,21,2,30,6
NBNORG0000009265,Laothoe populi,mature,15,4,15,9
NBNORG0000009122,Larentia clavaria,mature,15,8,15,11
NBNORG0000009042,Lasiocampa quercus,mature,15,5,15,9
NBNORG0000070502,Lasiocampa quercus callunae,mature,15,5,15,9
NBNORG0000009043,Lasiocampa quercus quercus,mature,15,5,15,9
NBNORG0000058396,Lasiocampa trifolii,mature,1,7,15,9
NBNORG0000117269,Lasiocampa trifolii flava,mature,1,7,15,9
NBNORG0000117268,Lasiocampa trifolii trifolii,mature,1,7,15,9
NBNORG0000058400,Laspeyria flexula,mature,21,5,15,10
NBNORG0000009494,Lateroligia ophiogramma,mature,15,6,7,9
NBNORG0000058401,Lathronympha strigana,mature,21,5,30,9
NBNORG0000009521,Lenisa geminipuncta,mature,1,7,15,9
NBNORG0000009444,Leptologia lota,mature,1,9,7,12
NBNORG0000057410,Leptologia macilenta,mature,1,9,15,12
NBNORG0000009413,Leucania comma,mature,1,5,31,8
NBNORG0000009414,Leucania loreyi,mature,7,2,15,12
NBNORG0000058540,Leucania obsoleta,mature,1,5,7,8
NBNORG0000058542,Leucania putrescens,mature,1,6,31,8
NBNORG0000058405,Leucochlaena oditis,mature,15,8,7,11
NBNORG0000058406,Leucodonta bicoloria,mature,1,6,31,7
NBNORG0000009297,Leucoma salicis,mature,1,5,21,8
NBNORG0000058407,Leucoptera laburnella,mature,21,4,31,10
NBNORG0000058408,Leucoptera lathyrifoliella,mature,1,5,31,7
NBNORG0000058409,Leucoptera lotella,mature,1,5,31,8
NBNORG0000042303,Leucoptera malifoliella,mature,1,6,31,7
NBNORG0000042302,Leucoptera orobi,mature,1,5,31,7
NBNORG0000042304,Leucoptera sinuella,mature,1,6,31,8
NBNORG0000058410,Leucoptera spartifoliella,mature,1,6,31,7
NBNORG0000058411,Leucospilapteryx omissella,mature,1,5,30,9
NBNORG0000006846,Levipalpus hepatariella,mature,1,8,7,9
NBNORG0000058412,Ligdia adustata,mature,21,3,15,9
NBNORG0000058414,Limnaecia phragmitella,mature,21,6,7,9
NBNORG0000086955,Lithophane consocia,mature,1,9,31,5
NBNORG0000009430,Lithophane furcifera,mature,31,5,1,9
NBNORG0000008880,Lithophane furcifera furcifera,mature,31,5,1,9
NBNORG0000008879,Lithophane furcifera suffusa,mature,31,5,1,9
NBNORG0000009431,Lithophane lamda,mature,1,9,31,10
NBNORG0000059976,Lithophane leautieri,mature,1,9,30,11
NBNORG0000009432,Lithophane leautieri hesperica,mature,15,9,30,11
NBNORG0000058419,Lithophane leautieri leautieri,mature,15,9,30,11
NBNORG0000059977,Lithophane ornitopus,mature,15,9,31,5
NBNORG0000009429,Lithophane ornitopus lactipennis,mature,15,9,31,5
NBNORG0000058420,Lithophane ornitopus ornitopus,mature,15,9,31,5
NBNORG0000009427,Lithophane semibrunnea,mature,15,9,15,6
NBNORG0000009428,Lithophane socia,mature,31,8,30,6
NBNORG0000009310,Lithosia quadra,mature,15,6,31,10
NBNORG0000058422,Lithostege griseata,mature,1,4,31,7
NBNORG0000009498,Litoligia literosa,mature,1,6,15,9
NBNORG0000058423,Lobesia abscisana,mature,7,4,7,9
NBNORG0000058424,Lobesia botrana,mature,1,7,31,7
NBNORG0000058425,Lobesia littoralis,mature,1,5,31,10
NBNORG0000058426,Lobesia occidentis,mature,1,6,31,8
NBNORG0000058427,Lobesia reliquana,mature,1,5,30,6
NBNORG0000009207,Lobophora halterata,mature,15,4,15,7
NBNORG0000009213,Lomaspilis marginata,mature,1,3,7,9
NBNORG0000009252,Lomographa bimaculata,mature,15,4,15,7
NBNORG0000058428,Lomographa temerata,mature,15,4,15,8
NBNORG0000041517,Longalatedes elymi,mature,15,5,7,9
NBNORG0000042358,Loxostege sticticalis,mature,21,5,30,9
NBNORG0000058429,Lozotaenia forsterana,mature,1,5,31,8
NBNORG0000058431,Lozotaeniodes formosana,mature,1,5,31,8
NBNORG0000058432,Luffia lapidella,mature,1,6,31,7
NBNORG0000009508,Luperina dumerilii,mature,1,9,30,9
NBNORG0000059986,Luperina nickerlii,mature,21,7,15,9
NBNORG0000058433,Luperina nickerlii demuthi,mature,21,7,15,9
NBNORG0000009507,Luperina nickerlii gueneei,mature,21,7,15,9
NBNORG0000008883,Luperina nickerlii knilli,mature,21,7,15,9
NBNORG0000009506,Luperina nickerlii leechi,mature,21,7,15,9
NBNORG0000058434,Luperina nickerlii nickerlii,mature,21,7,15,9
NBNORG0000058435,Luperina testacea,mature,1,7,31,10
NBNORG0000058436,Luquetia lobella,mature,1,5,7,7
NBNORG0000009233,Lycia hirtaria,mature,15,2,7,6
NBNORG0000059993,Lycia lapponaria,mature,21,3,7,5
NBNORG0000058446,Lycia lapponaria lapponaria,mature,21,3,7,5
NBNORG0000009234,Lycia lapponaria scotica,mature,21,3,7,5
NBNORG0000059994,Lycia zonaria,mature,1,3,15,6
NBNORG0000008851,Lycia zonaria atlantica,mature,1,3,15,6
NBNORG0000008852,Lycia zonaria britannica,mature,1,3,15,6
NBNORG0000058447,Lycia zonaria zonaria,mature,1,3,15,6
NBNORG0000058448,Lycophotia porphyrea,mature,1,5,30,9
NBNORG0000058449,Lygephila craccae,mature,1,8,30,9
NBNORG0000009571,Lygephila pastinum,mature,7,6,7,8
NBNORG0000009299,Lymantria dispar,mature,15,6,15,9
NBNORG0000009298,Lymantria monacha,mature,21,6,30,9
NBNORG0000058450,Lyonetia clerkella,mature,1,1,31,12
NBNORG0000058451,Lyonetia prunifoliella,mature,31,7,1,6
NBNORG0000058453,Macaria alternata,mature,15,4,15,9
NBNORG0000042225,Macaria brunneata,mature,15,5,31,7
NBNORG0000042367,Macaria carbonaria,mature,15,4,7,6
NBNORG0000042368,Macaria liturata,mature,15,4,21,9
NBNORG0000042369,Macaria notata,mature,15,4,15,9
NBNORG0000042370,Macaria signaria,mature,15,5,15,8
NBNORG0000042371,Macaria wauaria,mature,1,6,15,9
NBNORG0000009556,Macdunnoughia confusa,mature,15,4,30,11
NBNORG0000058454,Macrochilo cribrumalis,mature,1,6,31,8
NBNORG0000009268,Macroglossum stellatarum,mature,1,3,30,11
NBNORG0000009044,Macrothylacia rubi,mature,15,4,31,7
NBNORG0000009041,Malacosoma castrensis,mature,21,6,15,9
NBNORG0000009040,Malacosoma neustria,mature,1,6,31,8
NBNORG0000009380,Mamestra brassicae,mature,15,4,15,10
NBNORG0000058461,Marasmarcha lunaedactyla,mature,15,6,15,8
NBNORG0000009156,Martania taeniata,mature,15,6,21,8
NBNORG0000058462,Maruca vitrata,mature,1,6,7,9
NBNORG0000058885,Matilella fusca,mature,1,5,30,9
NBNORG0000058463,Mecyna asinalis,mature,1,6,31,10
NBNORG0000060217,Mecyna flavalis,mature,1,7,7,9
NBNORG0000042392,Megalographa biloba,mature,15,7,15,10
NBNORG0000006860,Meganephria bimaculosa,mature,1,9,31,10
NBNORG0000058466,Meganola albula,mature,1,6,30,9
NBNORG0000058467,Meganola strigula,mature,7,6,21,7
NBNORG0000009381,Melanchra persicariae,mature,1,6,31,8
NBNORG0000058469,Melanthia procellata,mature,15,4,15,10
NBNORG0000009239,Menophra abruptaria,mature,21,3,7,8
NBNORG0000042489,Merrifieldia baliodactylus,mature,21,6,31,8
NBNORG0000058474,Merrifieldia leucodactyla,mature,21,5,7,8
NBNORG0000042490,Merrifieldia tridactyla,mature,21,6,31,8
NBNORG0000009501,Mesapamea didyma,mature,21,6,15,9
NBNORG0000009500,Mesapamea secalis,mature,1,6,30,9
NBNORG0000009499,Mesapamea secalis agg.,mature,1,5,31,8
NBNORG0000058477,Mesogona acetosellae,mature,1,8,31,10
NBNORG0000009123,Mesoleuca albicillata,mature,1,5,7,9
NBNORG0000058478,Mesoligia furuncula,mature,1,6,15,9
NBNORG0000058479,Mesophleps silacella,mature,1,6,31,7
NBNORG0000122552,Mesotype didymata,mature,7,5,31,10
NBNORG0000117286,Mesotype didymata didymata,mature,7,5,30,9
NBNORG0000117292,Mesotype didymata hethlandica,mature,7,5,30,9
NBNORG0000086943,Metalampra italica,mature,1,6,30,9
NBNORG0000058483,Metzneria aestivella,mature,21,6,15,8
NBNORG0000058484,Metzneria aprilella,mature,1,6,7,8
NBNORG0000058485,Metzneria lappella,mature,1,6,7,8
NBNORG0000018488,Metzneria littorella,mature,1,5,30,6
NBNORG0000058486,Metzneria metzneriella,mature,21,5,15,8
NBNORG0000058487,Metzneria neuropterella,mature,1,7,31,8
NBNORG0000122298,Microloxia herbaria,mature,21,7,7,8
NBNORG0000058489,Micropterix aruncella,mature,1,4,31,8
NBNORG0000058490,Micropterix aureatella,mature,1,5,7,7
NBNORG0000058491,Micropterix calthella,mature,1,4,7,7
NBNORG0000058492,Micropterix mansuetella,mature,1,4,30,6
NBNORG0000058493,Micropterix tunbergella,mature,1,4,30,6
NBNORG0000009301,Miltochrista miniata,mature,1,6,31,10
NBNORG0000009263,Mimas tiliae,mature,15,4,31,7
NBNORG0000009206,Minoa murinata,mature,21,4,31,8
NBNORG0000058495,Minucia lunaris,mature,7,5,7,6
NBNORG0000058496,Mirificarma lentiginosella,mature,1,8,31,8
NBNORG0000058497,Mirificarma mulinella,mature,15,7,15,9
NBNORG0000026737,Mniotype adusta,mature,1,5,31,8
NBNORG0000057581,Mniotype satura,mature,1,7,31,10
NBNORG0000041253,Mniotype solieri,mature,1,8,30,9
NBNORG0000009453,Moma alpium,mature,7,5,21,7
NBNORG0000042547,Mompha bradleyi,mature,31,8,1,6
NBNORG0000058498,Mompha conturbatella,mature,1,6,31,8
NBNORG0000058499,Mompha divisella,mature,31,7,1,7
NBNORG0000058500,Mompha epilobiella,mature,1,1,31,12
NBNORG0000058501,Mompha jurassicella,mature,31,8,1,6
NBNORG0000058502,Mompha lacteella,mature,1,5,31,8
NBNORG0000058503,Mompha langiella,mature,15,7,15,5
NBNORG0000058504,Mompha locupletella,mature,1,5,30,9
NBNORG0000058505,Mompha miscella,mature,1,5,30,9
NBNORG0000058506,Mompha ochraceella,mature,21,5,31,7
NBNORG0000058507,Mompha propinquella,mature,1,6,7,9
NBNORG0000058508,Mompha raschkiella,mature,1,5,30,9
NBNORG0000042548,Mompha sturnipennella,mature,30,6,1,6
NBNORG0000058509,Mompha subbistrigella,mature,1,1,31,12
NBNORG0000058510,Mompha terminella,mature,1,6,7,7
NBNORG0000058511,Monochroa arundinetella,mature,1,6,7,8
NBNORG0000058512,Monochroa conspersella,mature,15,6,15,8
NBNORG0000018489,Monochroa cytisella,mature,21,6,31,8
NBNORG0000058513,Monochroa divisella,mature,21,7,21,8
NBNORG0000058514,Monochroa elongella,mature,15,6,31,8
NBNORG0000058515,Monochroa hornigi,mature,1,6,15,8
NBNORG0000058516,Monochroa lucidella,mature,15,6,21,8
NBNORG0000058517,Monochroa lutulentella,mature,1,6,31,8
NBNORG0000008900,Monochroa moyses,mature,21,5,31,7
NBNORG0000058518,Monochroa niphognatha,mature,15,6,15,7
NBNORG0000058519,Monochroa palustrellus,mature,21,5,7,9
NBNORG0000058520,Monochroa suffusella,mature,15,5,7,8
NBNORG0000058521,Monochroa tenebrella,mature,21,5,7,8
NBNORG0000058522,Monochroa tetragonella,mature,15,6,31,7
NBNORG0000058523,Monopis crocicapitella,mature,1,5,31,10
NBNORG0000058524,Monopis fenestratella,mature,1,5,31,8
NBNORG0000058525,Monopis imella,mature,1,5,31,10
NBNORG0000058526,Monopis laevigella,mature,1,4,30,9
NBNORG0000058527,Monopis monachella,mature,1,5,30,9
NBNORG0000058528,Monopis obviella,mature,15,4,15,11
NBNORG0000058529,Monopis weaverella,mature,1,4,30,9
NBNORG0000009468,Mormo maura,mature,15,6,30,9
NBNORG0000058530,Morophaga choragella,mature,1,6,31,8
NBNORG0000117264,Musotima nitidalis,mature,1,4,7,12
NBNORG0000058532,Myelois circumvoluta,mature,1,5,31,8
NBNORG0000058533,Myrmecozela ochraceella,mature,1,6,31,8
NBNORG0000058535,Mythimna albipuncta,mature,15,4,15,11
NBNORG0000058537,Mythimna conigera,mature,21,5,7,9
NBNORG0000009406,Mythimna ferrago,mature,1,6,7,9
NBNORG0000058538,Mythimna impura,mature,15,5,15,10
NBNORG0000009411,Mythimna l-album,mature,7,5,7,11
NBNORG0000009410,Mythimna litoralis,mature,15,5,15,10
NBNORG0000009408,Mythimna pallens,mature,1,5,31,10
NBNORG0000009408,Mythimna pallens,mature,7,5,30,9
NBNORG0000058541,Mythimna pudorina,mature,1,6,31,8
NBNORG0000009407,Mythimna straminea,mature,1,6,15,9
NBNORG0000009405,Mythimna turca,mature,1,6,15,8
NBNORG0000009412,Mythimna unipuncta,mature,1,1,31,12
NBNORG0000058543,Mythimna vitellina,mature,1,5,15,11
NBNORG0000009368,Naenia typica,mature,1,6,7,9
NBNORG0000058544,Narycia duplicella,mature,1,5,31,7
NBNORG0000058546,Nascia cilialis,mature,1,5,31,8
NBNORG0000058548,Nemapogon clematella,mature,1,6,31,8
NBNORG0000058549,Nemapogon cloacella,mature,1,5,31,10
NBNORG0000058550,Nemapogon granella,mature,1,3,30,9
NBNORG0000058551,Nemapogon inconditella,mature,1,7,31,7
NBNORG0000058555,Nemapogon koenigi,mature,1,5,31,8
