"species","preferred_species_name","tvk","recording_period","flight_period","id_difficulty"
"Gynnidomorpha minimana","Gynnidomorpha minimana","NBNSYS0100003313",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Gynnidomorpha permixtana","Gynnidomorpha permixtana","NBNSYS0100003314",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Gynnidomorpha vectisana","Gynnidomorpha vectisana","NBNSYS0100003315",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Gypsonoma aceriana","Gypsonoma aceriana","NHMSYS0021143300",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Gypsonoma dealbana","Gypsonoma dealbana","NHMSYS0000502782",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Gypsonoma minutana","Gypsonoma minutana","NHMSYS0021143296",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Gypsonoma nitidulana","Gypsonoma nitidulana","NHMSYS0000502784",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Gypsonoma oppressana","Gypsonoma oppressana","NHMSYS0000502785",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Gypsonoma sociana","Gypsonoma sociana","NHMSYS0000502786",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Hedya atropunctana","Hedya atropunctana","NHMSYS0021143169",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Hedya nubiferana","Hedya nubiferana","NHMSYS0000502813",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Hedya ochroleucana","Hedya ochroleucana","NHMSYS0000502814",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Hedya pruniana","Hedya pruniana","NHMSYS0021143168",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Hedya salicella","Hedya salicella","NHMSYS0000502816",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Hysterophora maculosana","Hysterophora maculosana","NHMSYS0000502925",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Isotrias rectifasciana","Isotrias rectifasciana","NHMSYS0000502961",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Lathronympha strigana","Lathronympha strigana","NHMSYS0000503025",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Lobesia abscisana","Lobesia abscisana","NHMSYS0021143196",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Lobesia botrana","Lobesia botrana","NHMSYS0021143195",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Lobesia littoralis","Lobesia littoralis","NHMSYS0021143200",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Lobesia occidentis","Lobesia occidentis","NHMSYS0000503088",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Lobesia reliquana","Lobesia reliquana","NHMSYS0021143198",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Lozotaenia forsterana","Lozotaenia forsterana","NHMSYS0000503099",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Lozotaeniodes formosana","Lozotaeniodes formosana","NHMSYS0021143037",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Neosphaleroptera nubilana","Neosphaleroptera nubilana","NHMSYS0021143039",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Notocelia cynosbatella","Notocelia cynosbatella","NHMSYS0021143308",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Notocelia incarnatana","Notocelia incarnatana","NHMSYS0021143315",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Notocelia roborana","Notocelia roborana","NHMSYS0021143313",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Notocelia rosaecolana","Notocelia rosaecolana","NHMSYS0021143317",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Notocelia tetragonana","Notocelia tetragonana","NHMSYS0021143310",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Notocelia trimaculana","Notocelia trimaculana","NHMSYS0021143318",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Notocelia uddmanniana","Notocelia uddmanniana","NHMSYS0021143311",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Olethreutes arcuella","Olethreutes arcuella","NHMSYS0000503471",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Olindia schumacherana","Olindia schumacherana","NHMSYS0000503486",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Orthotaenia undulana","Orthotaenia undulana","NHMSYS0021143163",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Pammene agnotana","Pammene agnotana","NHMSYS0000503550",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Pammene albuginana","Pammene albuginana","NHMSYS0000503551",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Pammene argyrana","Pammene argyrana","NHMSYS0021143385",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Pammene aurana","Pammene aurana","NBNSYS0100004398",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Pammene aurita","Pammene aurita","NBNSYS0100004399",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Pammene fasciana","Pammene fasciana","NHMSYS0000503554",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Pammene gallicana","Pammene gallicana","NBNSYS0100004400",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Pammene germmana","Pammene germmana","NHMSYS0021143393",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Pammene giganteana","Pammene giganteana","NHMSYS0000503556",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Pammene herrichiana","Pammene herrichiana","NHMSYS0000503557",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Pammene ignorata","Pammene ignorata","NHMSYS0021143382",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Pammene juniperana","Pammene juniperana","NHMSYS0021239333",,,"5: Ungraded."
"Pammene luedersiana","Pammene luedersiana","NHMSYS0000503560",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Pammene obscurana","Pammene obscurana","NHMSYS0000503561",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Pammene ochsenheimeriana","Pammene ochsenheimeriana","NHMSYS0000503562",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Pammene populana","Pammene populana","NHMSYS0000503563",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Pammene regiana","Pammene regiana","NHMSYS0000503564",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Pammene rhediella","Pammene rhediella","NHMSYS0000503565",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Pammene spiniana","Pammene spiniana","NHMSYS0021143390",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Pammene splendidulana","Pammene splendidulana","NHMSYS0000503567",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Pammene suspectana","Pammene suspectana","NHMSYS0000503568",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Pammene trauniana","Pammene trauniana","NHMSYS0021143391",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Pandemis cerasana","Pandemis cerasana","NHMSYS0000503574",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Pandemis cinnamomeana","Pandemis cinnamomeana","NHMSYS0000503575",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Pandemis corylana","Pandemis corylana","NHMSYS0000503576",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Pandemis dumetana","Pandemis dumetana","NHMSYS0000503577",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Pandemis heparana","Pandemis heparana","NHMSYS0021143014",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Paramesia gnomana","Paramesia gnomana","NHMSYS0000503606",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Pelochrista caecimaculana","Pelochrista caecimaculana","NHMSYS0021143285",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Periclepsis cinctana","Periclepsis cinctana","NHMSYS0021142992",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phalonidia affinitana","Phalonidia affinitana","NHMSYS0000503704",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phalonidia curvistrigana","Phalonidia curvistrigana","NHMSYS0000503705",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phalonidia gilvicomana","Phalonidia gilvicomana","NHMSYS0000503706",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phalonidia manniana","Phalonidia manniana","NHMSYS0000503707",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phalonidia udana","Phalonidia udana","NHMSYS0021143117",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phaneta pauperana","Phaneta pauperana","NHMSYS0021143284",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phiaris metallicana","Phiaris metallicana","NHMSYS0021143179",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phiaris micana","Phiaris micana","NHMSYS0021143181",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phiaris obsoletana","Phiaris obsoletana","NHMSYS0021143177",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phiaris palustrana","Phiaris palustrana","NHMSYS0021143183",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phiaris schulziana","Phiaris schulziana","NHMSYS0021143180",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Philedone gerningana","Philedone gerningana","NHMSYS0021142994",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Philedonides lunana","Philedonides lunana","NHMSYS0000503719",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phtheochroa inopiana","Phtheochroa inopiana","NBNSYS0100004588",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phtheochroa rugosana","Phtheochroa rugosana","NHMSYS0021143113",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Phtheochroa schreibersiana","Phtheochroa schreibersiana","NBNSYS0100004589",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phtheochroa sodaliana","Phtheochroa sodaliana","NBNSYS0100004590",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Piniphila bifasciana","Piniphila bifasciana","NBNSYS0100004713",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Pristerognatha penthinana","Pristerognatha penthinana","NHMSYS0000503914",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Pseudargyrotoza conwagana","Pseudargyrotoza conwagana","NHMSYS0000503935",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Pseudococcyx posticana","Pseudococcyx posticana","NBNSYS0100004908",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Pseudococcyx turionella","Pseudococcyx turionella","NBNSYS0100004909",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Pseudosciaphila branderiana","Pseudosciaphila branderiana","NHMSYS0000503950",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Ptycholoma lecheana","Ptycholoma lecheana","NHMSYS0000503984",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Ptycholomoides aeriferana","Ptycholomoides aeriferana","NHMSYS0021143011",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Rhopobota myrtillana","Rhopobota myrtillana","NBNSYS0100005141",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Rhopobota naevana","Rhopobota naevana","NHMSYS0021143246",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Rhopobota stagnana","Rhopobota stagnana","NBNSYS0100005142",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Rhopobota ustomaculana","Rhopobota ustomaculana","NHMSYS0000504054",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Rhyacionia buoliana","Rhyacionia buoliana","NHMSYS0020470512",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
