taxon,tvk,km100,km10,coord_system
Leptophyes punctatissima,NBNSYS0000006825,TF,00 01 02 04 06 07 10 11 12 14 16 17 20 25 30 34 40 41 50 51 52 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94,OSGB
Leptophyes punctatissima,NBNSYS0000006825,TG,00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50,OSGB
Leptophyes punctatissima,NBNSYS0000006825,TL,00 01 02 03 04 05 06 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Leptophyes punctatissima,NBNSYS0000006825,TM,01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 22 23 24 25 26 27 28 29 33 34 35 36 37 39 44 45 46 47 48 49 57 58 59,OSGB
Leptophyes punctatissima,NBNSYS0000006825,TQ,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 92 93 94 95 96 97 98 99,OSGB
Leptophyes punctatissima,NBNSYS0000006825,TR,01 02 03 04 05 06 07 13 14 15 16 23 24 25 26 33 34 35 36,OSGB
Leptophyes punctatissima,NBNSYS0000006825,TV,59,OSGB
Loboptera decipiens,NHMSYS0001693174,SU,96,OSGB
Locusta cinerascens,NHMSYS0020978434,ST,17,OSGB
Locusta migratoria,NHMSYS0000377679,SS,96,OSGB
Locusta migratoria,NHMSYS0000377679,SV,91,OSGB
Locusta migratoria,NHMSYS0000377679,SW,53,OSGB
Locusta migratoria,NHMSYS0000377679,SX,45,OSGB
Marava arachidis,NHMSYS0001387415,SE,50,OSGB
Marava arachidis,NHMSYS0001387415,TQ,97,OSGB
Mastophyllum scabricolle,NHMSYS0020978428,SN,90,OSGB
Mastophyllum scabricolle,NHMSYS0020978428,SO,00,OSGB
Mastophyllum scabricolle,NHMSYS0020978428,ST,17,OSGB
Meconema meridionale,NHMSYS0020977729,SK,20 54,OSGB
Meconema meridionale,NHMSYS0020977729,ST,34 57,OSGB
Meconema meridionale,NHMSYS0020977729,SU,85 87 97,OSGB
Meconema meridionale,NHMSYS0020977729,SY,67 78,OSGB
Meconema meridionale,NHMSYS0020977729,SZ,19,OSGB
Meconema meridionale,NHMSYS0020977729,TA,03,OSGB
Meconema meridionale,NHMSYS0020977729,TL,22 45,OSGB
Meconema meridionale,NHMSYS0020977729,TM,02,OSGB
Meconema meridionale,NHMSYS0020977729,TQ,16 17 24 25 26 27 28 36 37 38 48 60 67 78 79 83 84,OSGB
Meconema meridionale,NHMSYS0020977729,TR,01 04 15,OSGB
Meconema meridionale,NHMSYS0020977729,TV,49,OSGB
Meconema thalassinum,NHMSYS0001387418,SD,09 31 47 48 53 61 63,OSGB
Meconema thalassinum,NHMSYS0001387418,SE,11 27 30 35 36 37 45 50 51 53 60 61 62 64 65 83,OSGB
Meconema thalassinum,NHMSYS0001387418,SH,53 56 57 61 63 64 67 70 72 76 77 80 86 87,OSGB
Meconema thalassinum,NHMSYS0001387418,SJ,07 15 20 21 23 24 26 28 34 35 36 40 45 46 50 57 60 74 81 88 89 99,OSGB
Meconema thalassinum,NHMSYS0001387418,SK,01 10 22 24 25 26 31 32 34 35 38 40 41 42 44 46 49 50 51 52 53 54 56 57 58 59 60 61 63 66 67 70 71 77 80 83 90 91 93 96 97,OSGB
Meconema thalassinum,NHMSYS0001387418,SM,90,OSGB
Meconema thalassinum,NHMSYS0001387418,SN,00 01 14 24 30 34 40 46 51 55 57 58 62 66 67 68 69 74 77 79 83 84 85,OSGB
Meconema thalassinum,NHMSYS0001387418,SO,04 13 14 19 21 23 24 30 31 32 33 34 35 41 42 43 44 45 46 50 51 52 53 54 60 61 62 63 64 65 67 69 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98,OSGB
Meconema thalassinum,NHMSYS0001387418,SP,00 01 02 03 04 05 06 07 08 10 11 12 13 14 15 16 18 20 21 22 23 24 25 26 27 28 29 30 31 32 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 59 60 61 62 63 64 66 70 71 72 74 75 76 78 79 80 81 83 84 85 86 88 89 90 91 92 93 94 95 96 98 99,OSGB
Meconema thalassinum,NHMSYS0001387418,SS,20 21 40 42 43 48 58 59 62 63 64 70 74 84 87 88 90 91 93 96 97 98,OSGB
Meconema thalassinum,NHMSYS0001387418,ST,02 03 04 06 07 11 12 13 14 16 17 18 21 22 23 24 25 28 30 31 32 33 34 35 36 37 39 40 41 42 43 45 46 47 50 51 52 53 54 55 56 57 58 59 60 62 64 65 66 67 68 69 71 72 73 74 75 76 77 78 79 80 81 84 85 87 88 89 90 91 92 93 96 99,OSGB
Meconema thalassinum,NHMSYS0001387418,SU,00 01 02 03 05 06 08 09 10 11 12 13 16 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 34 35 37 38 39 40 41 42 44 45 46 47 48 49 50 51 52 53 54 56 57 58 59 60 62 63 64 65 66 67 68 69 70 71 72 73 74 75 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Meconema thalassinum,NHMSYS0001387418,SV,81,OSGB
Meconema thalassinum,NHMSYS0001387418,SW,53 62 63 64 72 73 74 75 83 84 85 96,OSGB
Meconema thalassinum,NHMSYS0001387418,SX,04 05 06 07 08 09 15 16 19 25 26 27 29 35 36 37 38 44 45 46 47 54 55 56 58 64 65 66 67 73 74 76 77 78 85 86 87 88 89 96 97 98 99,OSGB
Meconema thalassinum,NHMSYS0001387418,SY,08 09 18 19 28 29 39 48 49 59 68 78 79 88 89 98 99,OSGB
Meconema thalassinum,NHMSYS0001387418,SZ,07 08 09 19 29 38 39 47 48 49 57 58 59 68 69 89 99,OSGB
Meconema thalassinum,NHMSYS0001387418,TA,01 13,OSGB
Meconema thalassinum,NHMSYS0001387418,TF,00 01 02 07 08 10 11 16 17 18 20 26 47 48 61 62 63 70 72 74 80 83 84 90 91 92 93,OSGB
Meconema thalassinum,NHMSYS0001387418,TG,01 02 03 04 10 11 12 13 14 20 21 22 23 30 31 32 40 41 42 50,OSGB
Meconema thalassinum,NHMSYS0001387418,TL,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 58 60 61 62 63 64 65 66 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98,OSGB
Meconema thalassinum,NHMSYS0001387418,TM,00 01 02 03 04 05 06 09 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 33 34 35 38 39 45 46 47 48 49 57 58 59,OSGB
Meconema thalassinum,NHMSYS0001387418,TQ,00 01 02 03 04 05 06 07 08 09 10 11 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99,OSGB
Meconema thalassinum,NHMSYS0001387418,TR,03 04 05 06 07 13 14 15 16 23 24 25 26 34 35 36,OSGB
Meconema thalassinum,NHMSYS0001387418,TV,49 59,OSGB
Metrioptera brachyptera,NBNSYS0000006821,NX,85,OSGB
Metrioptera brachyptera,NBNSYS0000006821,NY,25 47 53 89,OSGB
Metrioptera brachyptera,NBNSYS0000006821,SD,28 37 38 44 48,OSGB
Metrioptera brachyptera,NBNSYS0000006821,SE,60 61 65 66 70 71 79 89 98 99,OSGB
Metrioptera brachyptera,NBNSYS0000006821,SH,12 22 28 32,OSGB
Metrioptera brachyptera,NBNSYS0000006821,SJ,43 53 56 62 66 69 73 74 91 92,OSGB
Metrioptera brachyptera,NBNSYS0000006821,SK,01 32 80,OSGB
Metrioptera brachyptera,NBNSYS0000006821,SM,82 92,OSGB
Metrioptera brachyptera,NBNSYS0000006821,SN,31 56 68 69,OSGB
Metrioptera brachyptera,NBNSYS0000006821,SO,67 88 89,OSGB
Metrioptera brachyptera,NBNSYS0000006821,SP,18 28 50 89 91 93 98,OSGB
Metrioptera brachyptera,NBNSYS0000006821,SR,99,OSGB
Metrioptera brachyptera,NBNSYS0000006821,SS,31 41 43 48 58 59 98,OSGB
Metrioptera brachyptera,NBNSYS0000006821,ST,01 11 16 18 21 43 44 71,OSGB
Metrioptera brachyptera,NBNSYS0000006821,SU,00 01 10 11 20 21 26 30 31 32 37 40 41 46 47 50 66 67 72 73 75 76 77 80 81 82 83 84 85 86 91 92 93 94 95 96 97 98,OSGB
Metrioptera brachyptera,NBNSYS0000006821,SW,75 83 85 86 95 96,OSGB
Metrioptera brachyptera,NBNSYS0000006821,SX,05 06 07 16 19 37 77 84 86 87 88 97 98 99,OSGB
Metrioptera brachyptera,NBNSYS0000006821,SY,08 09 18 39 67 68 78 79 88 89 98 99,OSGB
Metrioptera brachyptera,NBNSYS0000006821,SZ,08 09 19 29 39 89,OSGB
Metrioptera brachyptera,NBNSYS0000006821,TF,16 26 61 62 74,OSGB
Metrioptera brachyptera,NBNSYS0000006821,TG,03 11 12 14 21 31,OSGB
Metrioptera brachyptera,NBNSYS0000006821,TL,13,OSGB
Metrioptera brachyptera,NBNSYS0000006821,TQ,01 04 05 06 14 16 23 25 27 31 32 33 35 36 42 43 52 53 57 63 66 70 81,OSGB
Metrioptera brachyptera,NBNSYS0000006821,TR,34,OSGB
Metrioptera roeselii,NBNSYS0000006822,SD,23 24 33 34 35 43 44 45,OSGB
Metrioptera roeselii,NBNSYS0000006822,SE,30 40 50,OSGB
Metrioptera roeselii,NBNSYS0000006822,SH,50 60 70,OSGB
Metrioptera roeselii,NBNSYS0000006822,SK,11 12 13 20 21 22 23 30 31 32 33 34 35 38 39 40 41 42 43 44 45 46 48 49 50 51 52 53 54 55 56 58 59 60 61 62 63 64 65 66 70 71 72 73 74 75 76 77 80 81 82 84 85 86 87 90 91 92 93 95 96 97 98,OSGB
Metrioptera roeselii,NBNSYS0000006822,SN,58 59 68 69 78 79,OSGB
Metrioptera roeselii,NBNSYS0000006822,SO,21 22 23 31 32 33 41 42 43 50 51 52 60 61 62 63 64 65 66 67 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Metrioptera roeselii,NBNSYS0000006822,SP,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Metrioptera roeselii,NBNSYS0000006822,ST,12 13 14 22 23 24 32 33 34 35 42 43 44 45 53 54 55 58 59 60 61 65 66 67 68 69 70 71 72 74 75 76 77 78 79 80 81 82 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Metrioptera roeselii,NBNSYS0000006822,SU,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Metrioptera roeselii,NBNSYS0000006822,SY,69 78 79 87 88 89 97 98 99,OSGB
Metrioptera roeselii,NBNSYS0000006822,SZ,07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89,OSGB
Metrioptera roeselii,NBNSYS0000006822,TA,00 10 20 21 22 30 31 32 40 41 42,OSGB
Metrioptera roeselii,NBNSYS0000006822,TF,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 40 41 42 43 44 47 48 49 50 51 52 53 54 55 57 58 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94,OSGB
Metrioptera roeselii,NBNSYS0000006822,TG,00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51,OSGB
Metrioptera roeselii,NBNSYS0000006822,TL,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Metrioptera roeselii,NBNSYS0000006822,TM,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59,OSGB
Metrioptera roeselii,NBNSYS0000006822,TQ,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99,OSGB
Metrioptera roeselii,NBNSYS0000006822,TR,01 02 03 04 05 06 07 08 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47,OSGB
Metrioptera roeselii,NBNSYS0000006822,TV,49,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NB,90 91,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NC,00 01 10 11 40 41 50 51 55 56 60 61 65 66 70 71 72 73 74 75 76 80 81 82 83 84 85 86 90 91 92 93 94,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,ND,01 02 03 06 07 12 13 15 16 17 18 24 25 26 27 28 34 35 36 37 38,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NF,60 61 66 67 68 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 88 89 95 96 97 98 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NG,07 08 09 20 30 31 40 41 62 63 64 72 73 74 76 77 78 82 83 84 86 87 88 92 93 94 96 97 98 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NH,09 15 16 17 19 22 23 24 25 26 27 31 32 33 34 35 36 37 41 42 43 44 45 46 49 51 52 53 54 55 56 57 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NJ,00 01 02 03 04 05 06 10 11 12 13 14 15 16 17 20 21 22 23 24 25 26 27 30 31 32 33 34 35 36 40 41 42 45 46 50 51 52 53 55 56 60 61 62 63 65 66 70 71 72 73 80 81 82 90 91 92 93,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NK,02 03 04 05 06 13 14 15,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NL,58 59 68 69 79 93 94,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NM,04 05 14 15 16 21 22 23 24 25 26 29 31 32 33 34 35 37 38 39 40 41 43 44 45 46 47 48 49 51 55 56 57 59 65 66 67 75 76 77,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NN,40 41 50 51 54 55 56 60 61 62 63 64 65 66 67 68 69 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NO,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 57 58 59 60 61 63 64 65 66 67 68 69 74 75 76 77 78 79 86 87 88 89 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NR,15 16 24 25 26 27 33 34 35 36 37 38 39 44 45 48 49 50 51 58 59 60 61 62 63 70 71 72 73 82 83 92 93 94 95,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NS,00 02 03 04 05 10 14 15 16 17 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 49 50 51 55 56 57 59 64 65 66 67 69 70 74 75 76 77 80 83 84 85 86 87 88 89 90 93 94 95 96 97 98 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NT,00 03 04 05 06 07 08 09 13 14 15 16 17 18 19 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 62 63 64 65 66 67 68 69 70 73 74 75 76 77 80 81 82 83 84 85 86 90 91 92 93 94 95 96,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NU,00 01 02 03 04 05 10 11 12 13 14 20 21 22 23,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NW,95 96 97,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NX,03 04 05 06 07 08 09 13 14 15 16 17 18 19 23 24 25 26 27 28 29 30 33 34 35 36 37 38 39 40 43 44 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 74 75 76 77 78 79 84 85 86 88 89 90 91 92 93 95 96 97 98 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NY,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 48 50 51 52 53 54 60 61 62 63 64 65 66 67 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,NZ,02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 36 37 38 40 50 60 61 62 70 71 72 80 81 90 91,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SC,16 17 26 27 28 36 37 38 39 47 48 49,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SD,08 09 16 17 18 19 20 21 23 24 26 27 28 29 30 31 32 33 34 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 53 54 55 56 57 58 59 60 61 63 64 65 66 67 68 69 75 76 77 79 89,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SE,00 01 02 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 38 39 40 41 42 43 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SH,12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 70 71 72 74 75 76 77 78 80 81 82 83 84 85 86 87 88 90 91 92 93 96 97 98,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SJ,00 01 02 03 04 05 06 07 08 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 69 70 71 73 74 75 76 77 80 81 82 83 84 85 90 91 92 93 94 95 96 97 98,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SK,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 64 65 66 67 68 69 75 76 77 78 79 85 86 87 88 89 93 94 95 96 97 98 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SM,60 62 70 71 72 73 80 81 82 83 84 90 91 92 93 94,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SN,00 01 02 03 04 10 11 12 13 14 15 20 21 22 23 24 25 30 31 32 34 35 36 40 41 42 45 46 50 51 52 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SO,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 20 21 22 23 24 25 26 27 28 29 30 31 32 34 35 36 37 38 39 40 41 42 46 47 48 49 50 51 52 53 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SP,00 01 02 03 04 06 07 08 09 10 11 12 13 15 16 17 18 19 20 21 22 23 25 26 27 28 29 30 31 32 35 36 37 38 39 40 41 42 50 51 52 60 70 71 72 73 80 81 82 83 84 85 86 87 90 91 92 93 94 95 96 97,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SR,89 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SS,09 10 11 19 20 21 22 30 31 32 38 39 40 42 43 44 48 49 50 52 53 54 58 59 60 62 63 64 68 69 70 71 72 73 74 75 77 78 79 80 81 82 83 84 87 88 89 90 91 92 93 94 96 97 98 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,ST,00 01 02 03 04 06 07 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 32 33 34 35 36 37 38 39 40 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SU,00 01 02 03 04 05 06 07 10 11 12 13 14 15 16 17 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SV,80 81 90 91,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SW,21 32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 95 96 97 98,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SX,03 04 05 06 07 08 09 14 15 16 17 18 19 25 26 27 28 29 35 36 37 38 39 44 45 46 47 48 49 54 55 56 57 58 59 63 64 65 66 67 68 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 94 95 96 97 98 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SY,07 08 09 18 19 28 29 38 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,SZ,07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,TA,00 01 02 03 04 05 08 09 10 11 12 13 20 21 22 30 31 32 40 41 42,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,TF,03 04 05 06 07 08 09 13 14 15 16 17 18 19 25 26 27 28 29 30 35 36 37 38 39 40 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,TG,00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,TL,00 01 02 03 04 05 06 07 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 32 33 34 35 36 37 38 39 40 42 43 44 45 46 47 48 49 50 54 55 56 57 58 59 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,TM,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,TQ,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,TR,01 02 03 04 05 06 07 08 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47,OSGB
Myrmeleotettix maculatus,NBNSYS0000006839,TV,49 59 69 79,OSGB
Nauclidas nigra,NBNSYS0100004188,ST,17,OSGB
Nemobius sylvestris,NBNSYS0000006828,SS,61,OSGB
Nemobius sylvestris,NBNSYS0000006828,SU,00 10 11 19 20 21 22 30 31 32 40 41 42 92,OSGB
Nemobius sylvestris,NBNSYS0000006828,SW,43,OSGB
Nemobius sylvestris,NBNSYS0000006828,SX,07 46 86 88 98 99,OSGB
Nemobius sylvestris,NBNSYS0000006828,SY,08 09 18 19,OSGB
Nemobius sylvestris,NBNSYS0000006828,SZ,19 29 38 39 48 49 58 59 68,OSGB
Nemobius sylvestris,NBNSYS0000006828,TQ,05 63,OSGB
Nyctibora holosericea,NHMSYS0020978482,ST,17,OSGB
Nyctibora noctivaga,NHMSYS0020978488,ST,17,OSGB
Oecanthus pellucens,NHMSYS0020973976,TL,45,OSGB
Omocestus rufipes,NHMSYS0001387431,SO,90,OSGB
Omocestus rufipes,NHMSYS0001387431,SP,01 40 41 50 51 60 61 82 92 93,OSGB
Omocestus rufipes,NHMSYS0001387431,SS,11 21 44 74,OSGB
Omocestus rufipes,NHMSYS0001387431,ST,23 43 45 46 50 53 54 55 64 71 74 76 79 80 81 84 90 91 93,OSGB
